Time		Position		Wind		Barometer corrected and reduced to 32° F. MSL and Gravity 45°	Temperature		Cloud			Weather		Sea Surface						Remarks 
Day	Hour. 12 hrs. fast on GMT	Lat. S	Long.	Direction (True)	Force (0-12)		Dry Bulb	Wet Bulb	Kind		Amount (0-10)	Beaufort Notation*	Fog Intensity (0-5)	Waves		Swell		Sea Temperature	Colour	 
									Upper	Lower										 
		°    '	°    '			"Inches
"	° F	° F						Direction from	Disturbance (0-10)	Direction from	Disturbance (0-10)	° F		 
"NOVEMBER, 1910."																				 
30	13.30	47 34	170 38 E	N	3-4	30.09	53.6		"A.-St., A.-Cu."	"St., St.-Cu."	8	o.c.		N	4	SSW	6			Afternoon. Wind commenced to ease at 15 h. In latter part of watch lower clouds rising into Alto. 
	16.30			Nly	2	30.02	54.6	52.5	"Ci.-St., A.-St., A.-Cu."		6	b.c.		NNWly	3	Cross SSW Wly	6	50.8		 
	20.3			NW	3-4	29.98	53.5	50.8		"St., St.-Cu."	10	o.c.		Wly	4	Confused WNWly	7	49.8		Overcast and squally with light rain till 22 h. Sky cleared and wind steadied before midnight. 
	24.3			NW	5	29.92	52.5	50.0	Ci.	St.-Cu.	3	b.c.		Wly	5	SWly	7	51.0		 
"DECEMBER, 1910."																				 
1	4.30			NW	6	29.73	52.1	51.0	Ci.-St.	St.	10	o.m.	1	WNW	5			51.2		4.30 h. : Strong steady breeze with flying scud. Increased to 7 for about 10 minutes at 1 h. 
	9.30			W	5-6	29.64	48.1	47.8		St. Nb.	10	"o.3r. 0.1d. c."		WSWly	5	Confused WSWly	6	47.6		a.m. Commenced to rain about 5 h. and continued through watch. Slight to moderate. 8 h. : Wind and sea commenced to moderate. Rain to drizzle. 
	12.30	50 44	170 38 E	WSW	6	29.62	47.0	46.0		St.	10	0.ld.		SW	6	WSW	7	47.0		12.30 : Detached piece of kelp. Wind started increasing at 10 h. 
	17.30			WSW	7-8	29.53	44.8	42.1		"St.-Cu., Cu."	8	c.		SW by W	6	SW by W	8			11 h. 30 m. : Wind to SSW for 15 minutes. 
	21.30			WSW	9	29.56	43.5	41.0		"St., St.-Cu"	10	o.c.		SW	8	SW	20 ft. 8			p.m. : Wind and sea increasing after 14 h. ; by 15 h. blowing 7-S. 
2	4.30			WSW	10							c.			8		8			Dogs : Wind and sea increasing gradually till force 9 at 19 h. 30 m. 
	8.30			WSW	10							c.			8		8			"Wind from SW, force 10, till afternoon, when began to back gradually, and at 16 h. 30 m. perceptibly commenced to ease in" 
	12.30	52 7	172 11 E	WSW	10							o.c.			8		8			"strength. Very high seas of 35 ft. (estimated). Sky generally overcast with St. Cu. clouds, but occasionally breaking. In dog" 
	19.30			SSW	9	29.74	42.0	39.0		"St.-Cu.,Cu., St."	8	c.		Confused SSW	8	SSW	8			watches decided break of clouds. Ship lying-to all day. Wind easing all first watch. 
3	4.30			SW	5-6	29.84	42.0	39.0		"St.-Cu.,Cu."	7	c.		Confused SW	25 to 30 ft 6	SSW	8			Middle : Wind still easing and sea decreasing. 
	12.30	52 12	172 48 E	W	5-6	29.88	44.2	41.2		"St., St.-Cu."	10	o.c.		Confused SWly	6	SSWIy	8	45.2		Afternoon : Sun came out dimly for a little between 13 h. 30 m. 
	16.30			WSW	5	29.85	44.1	41.8		"St., St.-Cu."	10	o.c.		SSW	6	S	15 ft. 8	45.1		and 14 h. 30 m. ; otherwise absolutely overcast. 
	20.30			W	5	29.83	43.0	41.0		St.	10	o.c.		SW	5	SSW	7	45.0		 
	24.30			W	5	29.83	43.0	41.0		St.	10	o.c.		SW	4	S	7	45.0		Midnight : Slight lightning flashes occasionally. 2 h. : Slight increase of wind after gusts and lulls. 4 h. : Increase steady to force 7. No scud. 5 h. : Passed floating kelp. 
4	4			SW	7	29.73	43.0	41.1		St.	10	o.f.	1	SSW	6	SWly	7	45.0		 
	9.30			W	6-7	29.72	42.5	41.0		St.	10	o.c.		SW	6	SSW	6	42.8		"Forenoon : Overcast all watch, though sun occasionally tried to break through ; slight drizzle for a few minutes at 11 h." 
	12	54 31	178 50 E	W	6	29.74	42.8	41.5		St.	10	o.c.		SW	6	SSW	7	42.5		 
	16			W	5	29.73	43.0	41.8		St.	10	o.c.		SW	6	Confused SSW	6	43.2		"Afternoon : Wind gradually easing at 14 h., SW, force 5. Wind shifted two points, 22 h. Swell decreasing." 
	20			W	5	29.70	42.8	41.0		St.	10	o.c.		SW	6	SSW	18 ft. 8	42.5		 
	24			WNW	5	29.66	43.0	42.0		"St. St."	10	o.c.		SW	5	SSW	6			"2 h. 20 m. : Wind increased to 6, with bank of St. ; falling about" 
5	4			W	5	29.59	41.6	40.7	"-- A.-Cu."	"St. St."	9	o.m.		SW	6	SSW	7	40.0		"2.30 to 5, showing A.-Cu. clouds. 4 h. : Sky overcast but" 
	8.30			WNW	5	29.58	41.8	41.2		"St., Nb."	10	o.d.		WSW	6	SW	8	40.0	453	clearing in patches from time to time. 5.20 : Passed drift kelp. Sky clearing in places ; 30 minutes' drizzle. Wind 
	12	56 41	176 23 E	WNW	5	29.55	44.0	41.8		St.	10	o.c.		SWlyW	5	SWly	5	41.0		falling lighter. Forenoon : Sun made some attempts to break through ; occasional showers of slight drizzle. Afternoon : 
	16			W	4-5	29.56	43.8	41.5		"St., St.-Cu"	8	c.		SW	5	SW	6	41.2		"Cleared very much at 12.15. By 13 h. St.-Cu. and A.-St., proportion 5. 15 h. : clouded over again. Occasional showers of drizzle. Dogs : Occasional showers of drizzle." 
	20			WSW	4	29.68	42.0	39.5		St.-Cu.	5	b.c.		SW	6	SW	4	39.0		 
	24			WSW	4	29.65	41.0	38.5		St.-Cu.	3	b.c.		SW	4	SW	4	40.0		 
6	4	58 7 	177 22 E (1.30)	WSW	4	29.59	40.9	38.7	"A.-St., C i. -St."		10	o.c. 		Confused	 	SWly	5	40.0		Midnight : Clouds St. Cu. 8 to 9 ; cleared to 3 at 11.30. 1 h. : Sky partially clear with A. Cu. and Ci. St. about amount 5. 
	9			ENE	1	29.54	39.4	38.2		"St., St.-Cu."	10	o.c.		 	2	Confused SWIy	5	41.0	429	Mottled Ci. to SSW. 4 b. : Upper clouds radiant point SSW. 
	12	59 7 	177 51 E	E	1-2	29.49	39.0	38.8		St.	10	o.c.		 	2	SWly	5	41.2		"Breeze unsteady. 5 h. : Clouds St., St. Cu. and Nb. ; 10 minutes'" 
	16			NE	2	29.46	38.8	38.8		"St., Nb."	10	o.c.2d.		 	2	Confused SWIy	5	39.7		rain (drizzle). Wind falling light. 7 h. : Rain (drizzle during watch). Forenoon : Occasional drizzle during watch. After  
	20			NE	3-4	29.37	37.0	37.0		Nb.	10	o.4rm.		 	3	Confused SWIy	4	37.0		"noon : Drizzle off and on and settled down at 15 h., with slight fog. Dogs : Rain, drizzle to slight. Gradual increase of wind all watch till 19 h. Wind shifted NNE to NW 3 at 23.15." 
	24			NNW	3	29.27	38.0	38.5		St.	10	o.r.		NE	2	SW	2	37.0		Fine steady rain. 
7	4			NNWly	2	29.18	36.8	36.8		St.	10	o.d.f.	2	 	 	NNWIy	2	36.0		4 h. : Four hours d. Slow moving low St. seen overhead at intervals. Breeze 3 up till 2 h. 6 h. : Drizzle. Fog 2. Wind 
	9			SSW	5	29.20	34.0	33.1		"St.-Cu., Cu."	10	o.c.		S	4	Sly	3	34.5	430	freshening W by S. 6.45 h. : Wind commenced to back fast and strengthened. Fog lifted. Drizzle stopped by 7.30. 
	12	61 22	 179 56 W	WSW	6	29.30	35.0	33.5		"St.-Cu., Cu."	6	c.		Sly	4	Confused SIy	4	35.2		"Wind SWly, force 5. Forenoon : Wind gradually veering." 
	16			WSW	5-6	29.37	32.5	30.8		St.-Cu.	10	o.c.		SW	4	SWly	4	31.9		At 8.30 sky broke and sun came out. Afternoon : Occasional 
	20			WSW	5	29.43	32.0		A.-St.	St.-Cu.	8	c. 		SW	5	SW	4	32.5		"snow flurries. Very fine snow. 21 h. : Passing heavy Cu. Apparent snow squalls in distance. Wind squally, increasing slightly to 23 h." 
	21			SW	6-7		31.5	29.5		St.-Cu.	7			 	 	 				 
	24			SW	6	29.52	29.5	28.0	A.-Cu.	St.-Cu.	4	b.c.		SW	6	SW	5	32.0	 	 
8	4			SSW	5	29.58	29.9		Ci.-St.	St.-Cu.	8	c.b.q.s.		Sly	4	SWly	5	29.8	 	2 h. : Snow squalls. Small fine snow with little wind. While under bank of Cu. St. wind force 7. At 2.30 breeze moderated 
	8.30			SSW	5	29.75	32.0	31.0		"Cu., Cu.-St."	5	b.c.		S	5	Sly	4	30.6	454	to force 5 and backed two points to S. Afternoon : Wind gradually veered till SSW at 14 h. Slight snow for about half 
	12	63 20	 177 22 W	SSW	5	29.86	31.9	30.5		Cu.	2	b.c.		S	5	S	4	31.5	 	an hour at 15 h. 20 h. : Two icebergs on port beam about 10 miles off. Wind hauling slowly. Clouded over at sunset. 
	16.30			SW	4-5	29.94	30.0	27.0		Cu.	3	b.c.		S	4	S	4	30.7		Passing light snow squalls. 
	20			SW	3-4	29.96	28.1	25.2		"St.-Cu., Cu."	4	b.c.		SSW	4	S	4	29.5	 	 
	24			WSW	4	29.97	28.0			St.-Cu.	10	o.c.		SW	3	SW	2	29.5	 	 
9	4			W	4	29.98	27.8	25.1	A.-St.	St.	7	b.c. 		SWly	3	 	0	30.1	 	2 h. : Slight S wind with heavy snow astern. 4 h. : Two icebergs. 
	8			W	3	29.91	29.5	26.8	A.-St.	"St.-Cu., Cu."	6	b.c.		 	2	 	0	30.5	 	7 h. : Entered 'oose pack. 8 h. : Snow flurry for 15 minutes. 
	12	65 81 	177 40 W	W	3	29.94	32.5	30.0	A.-St.	Cu.	6	b.c.		SW	2		0	30.5	 	Afternoon : Passing through loose pack. 
	16	66 32 	178 85 W (17.24)	W	1-2	29.91	29.8	26.8	A.-Cu.	Cu.	7	b c. 		SWly	2		0	29.9	 	0 
	20			NW	1-2	29.87	28.0	26.1	"A.-Cu., A. -St."	Cu.	6	b.c.		W	2		0	29.5	 	20 h. : Passing through loose pack. 
	24		In Pack	Calm	0	29.81	27.0		A.-St.	"Cu., St.-Cu."	4	b.c.		 	0	  	0	29.0	 	 
10	5.30			ENE	2	29.72	28.0		A.-Cu.	St.-Cu.	8	b.c.		 	0		0	29.5	 	"5.30: Pack loose, but stronger than yesterday." 
	8.45			NE	2	29.66	27.0		A.-St.	"St, St.-Cu."	9	c.		 	0		0	29.2	455	8 h. : In pack. 
	12	66 38 	178 47 W	ENE	2	29.64	28.0		A.-St.	St.	9	c.			0		0			 
	16		 	 		 	 	 	 	 	 	 	 							 
	20	66 50	178 51W (22.12)	ENE	1-2	29.70	32.5	30.8	A. St.	St.	9	c.	 		0		0	29.2		20 h. : In pack. 
	24		 	ENE	2	29.71	26.5	 	A. St.	St.	9	c.	 		0		0	28.5		Midnight : In heavy pack. Overcast. Sun shining on horizon. 
11	4		In pack	NNE	2	29.70	27.6	27.5	A.  St.	St.	10	o.c.	 		0		0	28.8		2.30 : Unable to proceed owing to heavy pack. 4 b. : Overcast. 
	8.30		 	N	4	29.59	 	28.5	 	Nb.	10	2s.	 		0		0			Dark St. on horizon from N to WSW. 6.30 : Commenced  
	12	66 55	178 51 W	NNW	4-5	29.52	 	32.8	 	Nb.	10	q.3s.	 		0		0			"snow (moderate) and wind increased. Forenoon : Soft snow and rain mixed. Noon : Wind increasing slightly. Afternoon : Moderate soft snow till 14.30, then ceased and lightened up." 
	16		 	NW	4-5	29.43	34.2	33.9	 	St.	10	o.c.2 1/2s.	 		0		0	29.4	455 but deeper blue	15.50 : Light fog came down. 
	20		 	WNW	4	29.46	31.0	31.0	 	St.	10	o.c.f.	 		0		0			 
	24		 	WNW	5-4	29.47	30.0	30.0	 	St.	10	o.m.			0		0	28.5		Midnight : Overcast and misty. 
12	4		 	N	4	29.50	28.5	28.5			 	f.	2-3					29.0		"Middle watch : Mist of first watch changed to drier fog. Considerable motion in ice, and ship drifting to SW. Sun visible." 
	8		In pack	NW	3	29.51	32.8	32.5	 	St.	10	o.c.	 					29.4	455 but deeper blue	"through fog for 2 minutes at 3.45. Morning : No fog, though dull. Afternoon : Fog 2 settled down at 13.30. Dogs : Fog off and on most of the watch. 20.30 : Drizzle of rain sometimes" 
	12	67 5	178 22 W	NW	3	29.51	35.0	34.0	St. Cu.	St.	10	o.c.	 					30.2		changing to snow. Snow at frequent intervals 20 h. 24 h. 
	16		 	NW	3	29.54	33.5	32.8	 	St.	10	o.	 					29.5		 
	20		 	NW	3-4	29.57	31.8	31.5	 	St.	10	o.f.	1					29.2		 
	24		 	NW	 	29.58	31.0	30.0	 	St.	10	o.s.	2-3					29.0		 
13	4.30		In pack	NW	2	29.63	31.0	31.0	A. St.	St.	10	o.c.	 					29.7		"4.30 : Very slight snow for five minutes. 5.45: Light snow falling, ceased at 6.20." 
	9	67 30	177 58 W (9.30)	WNW	2	29.63	33.0	31.8	A. St.	St.	10	o.c.	 			v. slight	swell	30.0		 
	12		 	W	2	29.62	32.8	31.0	"St., Ci.  Cu."	St.	7	b.c.	 			v. slight	swell			"Afternoon : Commenced to snow at 15 h., soft moderate. Snow ceased at 18 h." 
	20		 	N	0-1	29.56	31.2	31.0	 	St. Nb.	 	o.c.3r.	 							"Light drizzle to 22 h., then cleared. Sky heavily overcast, except S and SE, where lighter. " 
	24		 	S	1-0	29.51	32.0	32.0	 	St.	l0	o.1r.	 			slight				 
14	4		In pack	Calm	0	29.48	30.6	30.0	A. St.	St.	10	c.o.	 					29.2		"4 h. : Clear atmosphere, with horizon visible. Sun nearly clearing. St. at times. Pack ice continually moving to noticeable extent." 
	8.30			WSW	2	29.45	29.8	29.0	 	St. Cu.	5	b.c.	 			very	slight	29.2		"Afternoon : A slight swell setting in, which lasted until about 18 h. 19 h. : No motion in clouds." 
	12	67 28	177 59 W	WSW	1	29.46	35.0	32.9	 	St.  Cu.	9	b.c.	 							 
	20		 	WSW	1	29.51	29.8	29.0	 	St. Cu.	9	c.								"Very light snow 20 h. to 22 h. Sky cleared at 23 h., except on S.E. horizon." 
	24		 	WNW	3-1	29.59	25.5	24.5	"Ci. St., Ci.  Cu."	St.	3	b.c.				slight				 
15	4		In pack	SW	2-3	29.65	27.5	 	Ci.  St.	St.	6	c. b.								4 h. : Floes on the move slightly. Scud from S moving over fast. Clear sky till 2.30. 
	8		 	S	3	29.73	25.8	24.5	"A. St., A. Cu."	"St.  Cu., St."	9	c.				very	slight			 
	12	67 23	177 59 W	WSW	3	29.77	26.8	25.2	A. St.	St Cu.	10	c.								 
	16			SW	2-3	29.82	27.8	25.8	A. St.	St. Cu.	10	o.c.								18 h. : Dropped calm. 
	20			Calm	0	29.86	29.0	27.0	A.-St.	St.-Cu.	10	o.c.								 
	24			B	1-2	29.88	26.5	25.5		St.	10	o.				?	2			Considerable movement in pack 
16	4			ENE	2	29.84	27.0	26.1		St.	10	o.s.				Slight Nly		29.0		"4 h. : Dull and overcast. Slight snow commencing. 3.40 : Atmosphere clear. Dark snow-line N to SW. Morning, 8 h. : Wind" 
	9		In pack	NE	4	29.75	29.8	28.8		"St., Nb."	10	o.4s.						30.0		"NNE, 3. Snow moderate. Slight snow. Forenoon : Snow soft and moderate. Noon : Wind increasing gradually. Afternoon :" 
	12	67 23	177 59 W	NE	4-5	29.62	30.5	30.5		"St., Nb."	10	0.4s.								"Snow moderate to heavy, becoming very soft and turning into rain (moderate) by 14 h. 14 h. : Wind dropped to 2. 15 h. :" 
	16			NNE	3	29.49	32.8	32.8		"St., Nb."	10	o.4sr.								Rain slight. Dogs : Wind backing slowly all the watch. Midnight : Wind dropped and weather cleared. 10 h. to 11 h. : 
	20			NW	3	29.42	32.0	32.0		St.	10	o.f.	3					29.2		"Afterwards increased, with rain." 
	24			WNW	3	29.32	32.5	32.5		St.	10	o.3r.	3							 
17	4		In pack	WSW	4	29.23	32.5	32.2		St.	10	d.f.	2-3					27.3		4 h. : Wind steady in direction with fine drizzle on and off. Fog clearing occasionally for short periods. 5 h. : Wind. 5.10 : 
	9			WNW	3-4	29.17	33.5	33.0		St.	10	o.e.4d.								"Commenced sleeting. 6 h. : Wind to SW, weather f. 1, wind fell to 3 at 6.20. 7 h. : Sleeting intermittently. Drizzle on and" 
	12	67 24	177 34 W	WNW	3-4	29.13	34.8	34.8		St.	10	o.m.								"off during forenoon. Noon : Very fine snow commenced and continued intermittently during afternoon till 14.30, although" 
	16			SW	4	29.11	31.5	31.5		St.	10	o.c.								sun managed to show through clouds most of the time. Wind gradually backing. Dogs : Slight swell causing movement in pack. 
	20			SSW	2-3	29.25	29.0	27.8		"St., Nb."	10	o.c.								"4 h. : Very slight snow from 3.30. Ice conditions as before, but pack very open all round, there being leads in all directions and indications of clear water. Iceberg near ship drifting W to SW." 
	24			S	3-2	29.34	28.0	27.5		St.	10	o.						29		 																				 
18	4		In pack	S	1	29.38	28.0	27.6		St.	10	o.				Light N and S		29.1		 
	8.30	67 24	177 34 W	NW	1	29.39	29.0	28.8		St.-Nb.	10	o.						29.8		"8.30: Commencing to drizzle, which became light snow at 9 h. and ceased entirely about 10 h. 16.40: Commenced to snow heavily. 17.15: Ceased snowing. Dogs : Snow showers about." 
	12			NW	1-2	29.39	31.8	31.5		St.-Nb.	10	o.1/2d.ls.								20-21 h. : Heavy snow showers. 
	16			WNW	1	29.36	31.8	31.5		St.-Nb.	10	o.						29.5		 
	20			WNW	0-1	29.33	30.5	30.5		St.-Nb.	10	o.						29.2		 
	24			SW	2-1	29.35	30.0	29.5		St.-Cu.	9									 
19	4		In pack	SW	1-2	29.37	33.0	30.5		Cu.	8							29.6		"In pack. Morning : Light SSW1y breeze. St. and St.-Cu., amount 3." 
	9			Calm	0	29.36	32.0	31.5		"Det. Cu., St."	2	b.						30.0		 
	12	67 54	178 30 W	Calm	0	29.35	30.5	28.8		"Cu.-St., St."	8	c.						31.8		Fog bank 11 h. to 11.20 h. 
	16			SE	0-1	29.33	24.2	23.6	A.-St.	St.	10	o.c.						29.8		 
	20			SE	0-1	29.31	25.0	24.5		"Cu.-St., St."	10	o.c.						29.8		 
	24			Var.	1	29.35	20.5	20.0	A.-Cu.	"Cu., St."	5	c.						29.5		 
20	4		In pack	W	Lt. Airs	29.36	25.0	23.4		St.	10	o.						28.8		"Morning : Wind Sly. 5.30: Fog 1 increasing at times to 3 and not clearing off till 8 h. Cu.-St. (10). Sun generally showing through clouds. 10.30: Clouds dispersed, sun shining." 
	9			SW	2	29.39	24.0	22.5		St.	10	o.c.2 1/2f.						29.2		 
	12	68 40	179 28 W	WSW	2	29.37	33.5	31.5		St.	2	b.						30.0		 
	16			W	4	29.39	30.5	30.0		AL-St.	2	b.								 
	20			W	5-6	29.41	27.0	26.2	  	A. St.	1	b.								 
	24			NW	6-5	29.41	23.5	23.0	Ci.Cu.	St.	3	b.c.						28.5		High clouds travelling from S to N ; low scud travelling fast ENE 
21	4		In pack	W	5	29.38	27.3	27.0	A. St.	St.	10	o.c.						28.8		2.30 : Sky almost clear. Bank of A.-St. rising to SW. Scud moving from W with wind. 2.45 : Wind shifted to SW. Fresh 
	9		  	SSW	5	29.40	29.0	27.2		Cu. St.	10	o.c.						29.8		  breeze. 4 h. : Sky became overcast with A.-St. and St. 4.30: Snow squall lasting 10 minutes (fine and powdery). 
	12.45	68 35	179 11 W	SSW	4	29.40	30.5	29.5	  	Cu. St	5	o.c.						30.0		 
	16			S	5	29.45	32.2	29.8		"St., St. Cu.  "	10	o.c.								 
	20		"   "	WSW	4	29.44	27.8	27.8	"    "		0	b.								 
	24		  	SW	5	29.44	26.0	25.0	  	  	0	b.								 
22	4		In pack	SW	4-5	29.43	27.1	26.0	  	  	0	b.								 
	9		  	SW	4-5	29.44	27.5	27.0		St. Cu.	6	b.c.								 
	12	68 26	179 8 W	SW	4-5	29.45	29.0	27.8	  	St Cu.	2	b.								 
	16		  	W	4-5	29.46	29.0	27.8	  	Cu. St.	1	b.								 
	20			W	3	29.45	27.5	27.5	  	St. Cu.	  	c. 						29.5		"20 h. 45 m. : Wind dropped calm. Sky cleared, St.-Cu. (2) and wind dropped 21 h. to 22.30 h." 
	24		  	SW	5	29.46	26.5	26.0	  	St.	10	o.c.						28.5		 
23	4		In pack	WSW	4	29.47	24.0	22.9		St.	10	o.c.						29.1		"2.45: Breeze from WSW fell to force 2. 3 h. : Breeze came away from SSW, 4. 9 h. : Clouds and sky dark on NE horizon." 
	9		  	WSW	3	29.49	26.5	25.5	  	St.	10	o.c.						29.5		 
	12	68 34	179 3 W 	WSW	4	29.52	28.8	28.0		St.	10	o.c						29.0		 
	16			WSW	3-4	29.45	28.8	28.0		St. Cu.	10	o.c						29.5		 
	20			WSW	3	29.45	28.8	28.2		St. Cu.	10	o.c								 
	24			WNW	3	29.4	29.2		"    "	St Cu.	10	o.c								 
24	9		In pack	W	2	29.37	28.2	27.2	  	St.	10	o.c.						28.8		 
	12	69 1	178 29 W	WSW	1-2	29.39	30.0	28.8	A. St.	St Cu.	10	o.c.								 
	16		  	W	1-2	29.42	32.5	31.0	A. St.	"St.,Cu."	3	b.c.						30.5		"17 h. : Sky clouded over, and cleared at 18 h., when wind dropped." 
	20		  	Calm	0	29.43	30.0	30.0	A. St.	"St. Cu., Cu."	9	o.c.								 
	24		  	S	2-1	29.46	28.0	27.5	  	St.	10	o.						28.8		 
25	4		In pack	Calm	0	29.45	26.9	26.0	A. St.	St.	9	o.c.						29.2		2 h. : SE airs fell to calm. Small quantity of blue sky to S.E. 
	9		  	NE	4	29.44	27.8	26.2	 	St.	10	o.c.						29.8		4 h. : Blue sky and A.-St. low on horizon. St. overhead. 
	12	69 5	178 30 W	ENE	2-3	29.43	28.5	27.5	 	St. Nb.	10	o.c.								 
	16			E	4	29.40	28.5	28.0	  	Nb.	10	o.m.						30.0		16 h. : Very slight snow all afternoon. 17.30 : Snow commenced to fall more heavily. 
	22		  	E	3	29.37	28.5	28.5	  	Nb.	10	o.m.								 
	24			E	3	29.34	29.0	29.0		Nb.	10	s.	2					28.7		Midnight : Continuous light snow. 
26	4		In pack	NE	3	29.33	30.0	29.9				4f.	2					29.0		"4 h. : Snow passing showers from time to time. 4.30 : Snow changed to drizzle, which continued off and on till 10 h., then" 
	9			ENE	2	29.32	32.5	32.5		Nb.	10	o.						29.2		stopped. Noon : Wind varying about 2 points about NNE. 
	12	69 9	178 13 W	ENE	2	29.32	32.8	32.8		St.	10	o.c.								 
	16			ENE	4	29.31	32.0	32.0		St.	10	o.c.								 
	20			ESE	3	29.31	32.0	32.0		St.	10	o.c.						30.0		"Passing snow showers, 20 h. to 22 h." 
	24			E	5-6	29.31	31.0	31.0		St.	10	o.								Wind gusty and shifting to ENE. 
27	4		In pack	SE	6	29.31	30.0	30.0			10	o.s.f.	1				Slight	28.8		4 h. : Wind increasing from eastward. Snow intermittently. Morning : Wind E by N increasing ; frequent snow squalls 
	9			SE	5	29.35	30.0	30.0		Nb.	10	o.s.					Slight	29.8		"Forenoon : Slight continual snow, increasing at times to moderate. Afternoon : Slight continual snow till 13.30. Wind commenced to back immediately after noon, at 13 h. E by N." 
	12			SSE	6	29.38	30.2	30.2		Nb.	10	o.4s.					Slight	29.5		 
	16			SSE	6	29.38	30.2	30.2		St.	10	o.c.					Slight			 
	20			SSE	6	29.42	29.2	29.0		St.	10	o.c.					Slight			 
	24			SE	5	29.46	29.0	29.0		St.-Cu.	9	o.c.								 
28	4		In pack	SE	4	29.48	27.9	27.2	"A.-St., Ci."		3	b.c.						28.7		1.30 : Wind fell to force 4. Scud from ; E. A.-St. from ENE. 
	9			ESE	3-4	29.52	27.8	26.1	"A.-St., Ci.-St."		2	b.c.						30.1		"4 h. : Ci. to NW, "" mackerel backs "" to W. Clear and sunshine" 
	12	69 17	179 42 W	ESE	2-3	29.51	29.9	28.8	"A.-St., Ci.-St."		2	b.c.								"for four hours. Morning : Wind ENE 4, Ci. clouds (3), St. to" 
	17.45			ENE	2	29.49	28.8	27.8	A.-St.		1	b.							478	"W (3). 11 h. : Slight halo round sun, but only just discernible" 
	20			ENE	2	29.46	28.0	27.8		St.-Cu.	1	b.								"over Ci.-St. clouds. 13 h. : Halo a little more distinct, approximately 21° 29' radius, showing faint red, yellow, white (from inner edge out) on portion immediately above sun. 18 h." 
	24			N	3	29.45	26.5	26.5		St.	10	o.s.						29.0		 
29	4		In pack	NNE		29.35	27.6					o.								A.-St. clouds very low on horizon only. 20.30 : Clouded over rapidly from N.E. (true) ; by 21 h. St.-Cu. (9). 23.45: Slight snow. 
	9			ENE	3	29.26	29.8	29.8		Nb.	10	o.e.f.	1					29.2		"2.45: Fog 2 came over, lasting for about an hour, and thinning off towards 4 h. Glazed frost appeared on whiskers of ropes and rigging. Morning : Overcast, Fog 1 all watch. Noon :" 
	12	70 1	179 34 E	NE	3	29.21	30.0			Nb.	10	o.s.f.	1					30.0		Very slight snow. 14 h. : Commenced snowing (slight to 
	16			NE	3-4	29.07	29.8	29.8		Nb.	10	o.2s.3f.	1-2					29.8		"moderate), which continued during afternoon. Fog during most of afternoon, clearing at times. Dogs : Snow moderate" 
	24			N	3	28.95	31.0	30.5		St.	10	o.2s.2f.	2							 
30	4			NNE	4	28.82	31.3	31.0		St.	10	m.o.f.	2	NW	3	ESE	3			1 h. : Cleared pack ice. Slight ESEly swell. Fog cleared at 2.30. Morning : St. clouds (10). Swell from E (true). Misty. Strong 
	8			NNE	3	28.80	33.0	33.0		St.	10	o.f.	1	SW	3	Nly	3			"ice blinks to N and NE (true). Forenoon : Snow slight to moderate, melting as it falls all watch. Fog (1-3) from 10 h." 
	12	72 17	177 9 E	NNW	2	28.78	31.2	31.2		Nb.	10	o.4s.f.	2	"Confused ESE"		"Confused ESE"	3			 
	16			S	4	28.76	31.5	31.5		Nb.	10	o.4s.4f.	3	ESE	3	ESE	3			"Afternoon : Calm from 13 to 14 h. when a light SE wind commenced. At 15.30 suddenly ran into wind SE by E, force 4, there being a clear line of waves (sea-horses) showing the wind ahead before the ship felt it. 20 h. to 24 h. : Wind and sea" 
	20			SSW	4	28.77	30.2	30.2		Nb.	10	o.4s.4f.	3	ESE	4	ESE	4			increased slightly. Snow very slight to moderate. Flakes melting as they fall. From 12 to 15 h. : Sun was trying to come 
	24			SSE	5	28.77	31.5	31.0		St.	10	o.2s.2f.	3	E by S	5	E by S	5			"out and showing dimly. Dogs, 16.30: Wind increased to force 5, sea and swell increasing." 
31	4			S	6	28.73	30.1	29.7	A.-St.	St.	10	o.m.s.	1	ESE	4			31.1		"Passing showers of snow, in which wind increased slightly. Sky broken ; when clear, showing A.-St. and scud. Breeze strongest" 
	9	72 57	174 55 E (10.18 h.)	S	6	28.76	31.0	31.0		Nb.	10	4s.4f.	1-3	ESE	3	ESE	3	31.2		"at 2.30 h., showing tendency to take off at 3.40. Morning : Snow slight to moderate and fog (1-3) all watch. 19 h. : Hove to" 
	12	72 52	174 45 E	S	6	28.76	29.0	29.0		Nb.	10	4s.4f.	1-3	ESE	3	ESE	5	32.2		"under lee of island of pack ice for shelter. Afternoon : Wind varying from force 6 up to 8 in the squalls. Snow from very slight to heavy. Dogs : Snow at intervals, varying from very" 
	16			S	6	28.84	29.5	28.0		St.-Cu.	10	o.4s.3f.	2	ESE	3	ENE	5	31.2		slight to moderate. 1st : Snow in squalls. Wind decreasing. 
	20			S	6	28.92	29.9	28.0		St.-Cu.	10	o.2s.		ESE	3	ESE ENE	5 confused	31.2		 
	24			SSW	6-4	28.99	28.0	26.5		St.	9	o.q.s.		ESE	2	NE	4	31.0		 
"JANUARY, 1911."																				 
1	4			SSW	3	28.98	28.0	27.3	A.-St.	St.	8	c.b.		SEly	2	E by N		30.7		4 h. : Wind gradually decreasing all four hours. Sky clearing to W. Coast line mountains remarkably clear after 2 h. 
