Time		Position		Wind		Barometer corrected and reduced to 32° F. MSL and Gravity 45°	Temperature		Cloud			Weather		Sea Surface						Remarks
Day	Hour. 12 hrs. fast on GMT	Lat. S	Long.	Direction (True)	Force (0-12)		Dry Bulb	Wet Bulb	Kind		Amount (0-10)	Beaufort Notation*	Fog Intensity (0-5)	Waves		Swell		Sea Temperature	Colour	
									Upper	Lower										
		°    '	°    '			"Inches
"	° F	° F						Direction from	Disturbance (0-10)	Direction from	Disturbance (0-10)	° F		
"DECEMBER, 1911."																				
15	12	43 52	173 12 E	ENE	3	29.30	56.0	53.5	A.-Cu.	"Cu., St.-Cu."	7	c.		Nly	3	Nly Confused	5	58.2	Between 352 and 376	13.30 h. : Considerable amount of A.-St. to N. 14 h. : Wind veered to ESE and increased to force 4-5. 15 h. : Jump in barograph due to moving instruments.
	16			SE	5	29.28	51.5	49.0	"A.-St., A. -Cu."	"Cu., St.-Cu."	8	c.		SEIy	4	SEly	5	55.8		"18.5: Wind veered to SE, easing slightly 22.5. Put clocks on 15 minutes."
	20			SSE	4	29.39	50.2	47.5	A.-St.	"Cu., St.-Cu."	10	o.		SE1y	4	SEly	5			22.20 : Commenced to rain (moderate).
	24			SSE	5-3	29.47	50.0	46.0		"St., Nb."	10	c.		by E	5	Sly	5			23 h. : Wind dying. 23.30: Wind increasing ; rain ceased.
16	4			SW	4	29.53	50.0	47.0		"St.-Cu., St."	8	c.p.		Sly	4	SWly	6			0 h. : Wind variable in strength and direction. Put clocks on 15 minutes.
	8	45 0	172 18 E (7.12)	SW	4	29.50	49.5	46.2	Ci.	Cu.	4	b.c. 		S	4	SWly	5	49.8	401	8 h. : Sky covered with fine Ci. Very little Cu. on horizon.
	12	45 25	172 28 E	SW	4	29.62	50.1	45.5	"Ci., Ci.-St., A. -St."	Cu.	3	b.c.		SSW	4	SSW	5	50.1		14 h. : Wind inclined to back to S.
	16			SW	3-4	29.60			"Ci., Ci.-St., A. -St."		2	b.c.		SWly	4	SW by S	6		400	
	20			W	3	29.62	50.0	46.1	"Ci., Ci.-St., A. -St."	"Cu., St.-Cu."	3	b.c.			2	SW by S	5-6			23 h. : Showers of rain about.
	24			W	3	29.62	48.0	46.0		St.-Cu.	1	b.		WSW	8	SW by S	5	48.7		23.30 : Sky completely cleared again.
17	4	47 0	173 11 E (3.25)	W	4	29.57	48.2	45.8		"Cu., St."	2	b. 		WSW	3	WSW	4	48.8		Several light showers between 1 and 3 h. 3 h. : Full disc of moon showing (age 26 days). 6.45 : Few spots of fine rain for half minute.
	8			SSW	2	29.57	53.5	48.2	Ci.-St.	"Cu., St.-Cu."	3	b.c.			2	SW	5	50.2		"7.10 : Rainbow, colours in out, purple, blue, green, yellow, orange and red, green predominating. Small portions"
	12	47 44	173 25 E	ENE	1	29.53	50.1	46.3		Cu.	3	b.c.			2	SW	5	52.5	427	are visible. 9 h. : Light Ely airs. 16 h. : Rain about on horizon.
	16			SE	2-3	29.48	50.0	45.9	A.-Cu.	"Cu., St.-Cu., Nb."	6	b.c.			2	SW	5	51.8		17 h. : Wind freshening. 19.50: Slight shower. Rain about on horizon.
	20			SE	3-4	29.50	48.0	44.2	"A.-Cu., A.-St."	"Cu., St.-Cu., Nb."	8	"c.p,"			3	SWly	5	50.0		3.15 : A very light shower. Clouds passing very low. 12.20: Wind eased to force 1 and shifted to S. 15.30: Wind increased to 3.
	24			ESE	4	29.49	49.0	44.0	"A.-Cu., A.-St.,"	"Cu., St.-Cu., Nb."	7	b.p.		E	4	Confused	4			
18	4			SSE	5-4	29.47	47.0	44.0		"Cu., St.-Cu."	4	b.c.		SE	4	S by E	5	49.0		
	8			SSE	4	29.50	48.0	45.0		"Cu., St.-Cu., St."	5	b.c.			3	Sly Confused	5	49.4		
	12	49 40	171 45 E	SSE	3-4	29.53	47.4	44.5		"Nb., Cu., St.-Cu."	9	c.			3	Sly Confused	5	49.8	429	
	16			SSW	2-3	29.52	52.0	48.4	A.-Cu.	"Cu., St.-Cu."	7	c.			3	Sly Confused	4	50.4		17.45: Shower (moderate) lasting about half an hour.
	20			Calm	0	29.53	48.1	45.0	A.-Cu.	"Cu., St.-Cu."	7	c.p			3	Sly Confused	5	50.0		20 to 21 : Passing showers.
	24			Calm	0	29.53	48.0	45.0		"Cu., St. -Cu., Nb."	9	c.p.				SSE	4			"Midnight : Long SSE swell, sea calm."
19	4			WNW	3	29.49	47.5	44.5		St.-Cu.	9	c.		Wly	2	SE	5	49.0		"6-7 h. : Moderate rain, afterwards showers."
	8			W	2	29.48	45.4	43.0		"Cu., St.-Cu., Nb."	9	c.1r.1p.				SE Slight	5-4 confused	49.0		11 h. : Moderate rain.
	12	51 48	172 18 E	SW	2	29.51	45.2	43.0		"Nb., St-CO."	10	o.c.1r.			2	SE Slight	5-4 confused	48.8	429	14 h. : Wind freshened and changed direction to S by E.
	16			SSW	3-4	29.52	45.2	42.5	"A.-Cu., A.-St."	"St.-Cu., Cu., Nb."	9	c.p.d.			3	E and S	5	48.5		
	20			SSW	4	29.53	44.6	42.0		"St.-Cu., Nb."	10	c.d.4p.		Sly	4	SSW	6	47.9		20.10: Wind eased to 3. S to 22.30: Moderate rain.
	24			S	3	29.55	47.5	45.0		"St.-Cu. St., Nb."	8	c.p.b.		SSEly	4	SW	6			22.30 : Wind eased and rain ceased.
20	4			SSE	3	29.62	47.4	44.6	A.-Cu.	St.-Cu.	9	c.		SEly	3	Very Confused 	6	48.0		"1 h. : Sky cleared, clouds breaking on NE horizon."
	8			ESE	4	29.69	46.5	45.2		"St.-Cu., Nb., Cu."	9	c.			3	ESE1y	6	48.2		3 h. : Clouded over again from S and E.
	12	53 35	173 6 E	ESE	4	29.79	47.8	44.8	"A.-Cu., A.-St."	"Cu., St.-Cu."	5	b.c.		Ely	4	E by S	6	47.8	428	"Noon : Clear blue sky. 12.30: Heavy St.-Cu. passed over, wind lulling from force 5 to 3. 13.30 : Sky cleared, wind freshened"
	16			ESE	4	29.88	46.2	43.8		Cu.	2	b.c.		E	4	E by S	6	47.2		from force 3 to 5. 20 h. : Showers about. 22 h. : Completely clouded over (St.-Cu. clouds). Occasional showers (slight) after 22h.
	20			ESE	4	29.95	46.2	43.0	A.-Cu.	"Cu., St.-Cu."	6	b.c		E	4	E by S	6	47.0		
	24			ESE	3	29.98	45.8	40.2	"A.-Cu,"	"Cu., St.-Cu."	9	c.		E	4	E	6			
21	4			SSE	4	29.98	44.0	41.0		"Cu.,St.-Cu."	4	b.c.		ESE	4	Ely Confused	6	46.8		2.30: Wind shifted two points. 3.30: Sky partially cleared.
	8			ESE	4	30.02	46.2			"Cu., St.-Cu."	7	c.		E	4	E by S	6	46.2		
	12	55 16	173 2 E	ESE	3-4	30.01	45.0	40.0	A.-St.	"Cu., St.-Cu."	4	b.c.		E	3	E by S	6	47.6	403	
	16			ESE	3-4	30.01	44.3	40.0		det. Cu.	2	b.c.		E	3	E by S	6	47.8		
	20			ESE	3	30.00	44.2	39.9		" Cu., det. Cu."	3	b.c.		E	3	E	6	48.0		"20.20 : Sun behind Cu. throwing out white rays to about 7° or 8°. 21.30: Wind NEly, force 1-2. Midnight : Peculiar foggy look toS and SW."
	24			ENE	2-3	30.00	44.1	40.0	Ci.-Cu.	"Cu., St.-Cu., St."	4	b.c.		NE	3	Nly and NE Conf.	6			
22	4			NNE	2-3	30.00	43.6	40.8	A.-Cu.	"Cu., St.-Cu."	5	b.c.		Nly	2	Ely and NEly	5	45.8		"Wind shifting gradually. 6 h. : Wind NW, 1. 7 h. : Sky covered with A.-Cu. 10.30 : Wind shifted to W by N, force 2."
	8			NNW	1	29.99	46.5	43.0	"A.-St., A.-Cu."	"Cu., St.-Cu."	9	c.			2	E	6	45.2		
	12	57 30	174 29 E	WNW	2-3	29.99	45.8	42.8	"A.-St., A.-Cu."	"Cu., St.-Cu."	7	c.			2	E	6	46.5		
	16			WSW	2-3	29.98			"Ci.-St., A.-St., A.-Cu."	"Cu., St.-Cu."	3	b.c.			2	E	6	46.7		
	20			WSW	2-3	29.98	46.7	42.5	"Ci.-St., A.-St., A.-Cu."	"Cu., St.-Cu., Nb."		b.c.			3	E	6	46.6		20 h. : Heavy bank of clouds to W. Rain on horizon to E. Clouded over.
	24			SW	2-3	30.00	42.9	38.8	A.-Cu.	"Cu., St.-Cu., Nb."	7	b.c.		SSW	3	SSW	5			23 h. : Sky clearing. Nb. bank to SSW.
23	4			W	3-1	29.99	41.0	39.0		"Cu., St.-Cu. Nb."	9	o.c.		SWly	2	ESE	5	43.2		4 h. : Rain on horizon all round.
	8			WSW	3	30.00	41.8	39.4	"A.-St., Ci.-St."	"Cu., St., St.-Cu."	3	b.c.			3	Sly Confused	5	41.4		
	12	59 6	177 55 E	SW	4	30.00	42.8	40.8	"A.-St., A.-Cu., Ci.-St."	"Cu., St., St.-Cu."	5	b.c.			3	Sly Confused	5	42.8	Between 407 and 408	
	16			SW	4	29.99	42.4	40.6		"Cu., St., St.-Cu."	8	c.		SW	3	SSW	5	40.1		19.15 to 20.30 : Sort of half drizzle.
	20			WSW	4	30.00	40.0	39.0		"Nb., Cu., St.-Cu."	10	o.c.1d.		SW	3	SSW	5	39.6		21 h. : Dropped calm.
	24			SSW	1	30.02	35.8	34.8		"St., Nb."	10	o.1d.			1	Cross S and SW	4	38.0		"23.30: Commenced to drizzle, with occasional flakes of snow."
24	4			SSE	2-3	30.01	35.2	33.4		"Cu., St."	9	o.c.		SE	3	SE	4	39.6		Very light snow 0-1 h.
	8			SSW	2-3	30.00	34.5	31.4		"Cu., St."	10	o.c.			3	SSW	5	36.4		8 h. : Sun just appearing through clouds.
	12	60 39	178 39 W	SSW	2-3	29.92	35.4	32.1	"A.-St,"	"Cu., St."	9	c.			3	SSW	5	36.0	403	14.15: Light snow showers.
	16			SSW	3	29.91	36.4	32.7	"A.-Cu., A.-St."	"Cu., St.-Cu., St."	6	b.c.			3	SWly	6	35.3		20 h. : Sky not completely overcast. Patches of blue sky appearing in places. Locke drawing water to westward.
	20			SSW	4	29.87	33.8	31.0		"Cu., St.-Cu., St"	10	o.c.		S	4	S	6	34.2		 22.30: Wind force 5. Midnight : Swell very short and so steep. Dark on horizon to northward.
	24			SW	4	29.89	32.9	29.0		St.-Cu.	9	c.		SSW	4	S	6	33.8		
25	4			SSW	5-6	29.77	32.0	28.5		"St.-Cu., St."	10	o.c.		Sly	5	SSE	6	35.0		Wind slightly gusty. 10.30 : Slight fall of snow. 11 h. : Snow ceased.
	8			SSW	5	29.66	31.5	27.6		Cu.-St.	10	o.c.		Sly	5	S	6	32.6		
	12	62 10	175 37 W	SSW	5	29.63	30.6	28.5	A.-Cu.	"St.-Cu., Cu."	3	b.c.		Sly	5	S	6	33.0	377	15.40: Heavy shower of hail and snow.
	16			SW	6-7	29.56	31.5			"St.-Cu., Cu."	8	c.s. 		Sly	5	S	6	34.0		"16 h. : Swell very short. 16 to 20 : Occasional squalls, force 8 to 9, accompanied by snow. 20 h. : Locke drawing water."
	20			SW	7-8	29.51	30.4	29.8		"St.-Cu., Cu."	9	f.c.q.s.	3	Sly	5	S	6	31.8		Sun shining through few blue patches in sky. 23.30: Wind easing in squalls.
	24			SSW	6-7	29.48	30.8			"St.-Cu., Cu., Nb."	10	c.q.		Sly	6	S	6			
26	4			SSW	6	29.46	30.5	30.0		"St.-Cu., St.,Nb."	10	o.c.q.2s.		S	5	S	6	33.5		"Morning : Intervals of fog Frequent snow squalls, sometimes heavy. Snowing most of forenoon."
	8			SSW	6	29.43	30.4			"St.-Cu., Nb."	10	o.c.q.3s.f.	3	S	5	S	6	32.0		
	12	63 31	173 23 W	S	5	29.42	31.0	31.0		"St.-Cu., Nb."	10	o.c.4s.		S	5	S	6	31.0	404	12.30: Wind shifted to SE. Swell decreasing.
	16			SSE	4	29.52	30.5	30.5		"St.-Cu., Nb."	10	o.c.p.s.		S	4	S	5	30.8		Afternoon : Showers of snow.
	20			SW	3-4	29.60	30.4	30.4	A.-Cu.	"St.-Cu., Nb."	6	b.c.		Sly	3	Sly	4	30.8		
	24			SSW	3	29.65	31.2	30.2		"St.-Cu., Cu."	10	c.		SEly	4	SEly	4			22.30: Light fall of snow
27	4			S	4	29.65	30.2	29.0		"Cu.-St., St."	10	o.c.		SSE	4	SSE	3	30.8		Morning : Snow (slight) on and off all watch.
	8			S	4-5	29.63	29.9	29.9		"St.-Cu., St."	10	o.c.2s.		SSE	4	SSE	3	32.8		8.30 to 11.30 : Occasional very light falls of snow. 11.30 : Sky cleared
	12	64 56	175 30 W	SSE	4	29.64	30.3	29.0	A.-Cu.	"Cu., St.-Cu., St."	5	b.c.		SE	3	SE	4	33.1		Afternoon : Slight snow at intervals
	16			S	4	29.69	29.8	28.9		"Cu., St.-Cu., Nb."	10	o.c.2s.		SE	3	SE	4	31.0		"17.30 : Whole sky covered with A.-Cu., except to SW, Nb. and snowstorms. 20 h. : Slight swell from SE. 22.30: Passing snow squall. First : Long swell from NW sensible."
	20			S	2	29.77	29.8	28.4	A.-Cu.	"Cu., St.-Cu."	7	c.			In	pack		30.0		
	24			S	2-3	29.84	28.2	27.4	A.-Cu.	"Nb., St.-Cu., St."	7	b.c.			In	pack				
28	4			S	3	29.87	28.2			"St.-Cu., Cu., St."	10	o.c.			In	pack				"4 h. : Bright sky to northward. Long low swell in pack, direction uncertain, also at 8 h."
	8			S	3-4	29.89	30.4	27.5		"St.-Cu., Cu."	6	b.c.			In	pack		30.0		
	12	66 20	177 11 W	S	4	29.88	29.9	27.5		"St.-Cu., Cu."	10	o.c.			In	pack		30.4		"Noon : Although overcast at noon, most of the forenoon showed blue sky, Cu. and St.-Cu. 12.5: Wind force 5. 16 h. : Snowing on horizon to southwards."
	16			S	3-4	29.85				"Cu., St.-Cu., Nb."	9	o.c.			In	pack		30.5		
	20			S	4	29.85				"Cu., St.-Cu."	9	c.			In	pack		29.5		
	24			SW	2	29.87	24.5	23.6	A.-St.	"Nb., Cu., St.-Cu."	6	b.c.			In	pack				Midnight : Snow on horizon.
29	8	2h.:	Stopped by pack	SW	2	29.86	26.8				0	b.			In 	pack				1 h. : Few flakes of snow for five minutes. Heavy snow fall on E horizon. 1.45: Commenced to snow (moderate). 7 h. :
	12	66 46	177 48 W	S	2	29.85	30.4		A.-Cu.	Cu.	1	b.			In 	pack		29.8		Cu.-St. and A.-St. (4). 8 h. : A little A.-St. and Cu. on horizon.
	16			S	1	29.83			"A.-Cu., Ci."		5	b.c.			In 	pack				16 h. : 221° halo (white) round sun. 20 h. : Portion of 221° sun
	20			NNE	1	29.83	26.5	25.5	"Ci., Ci.-St., A.-St."		5	b.c.			In 	pack				"halo, colours in out, dark red, yellow ; bluish from sun side out."
30	4			NNE	4	29.77	29.0	27.4		St.	10	o.c.			In 	pack				North side of sun altitude 91°. Length of colour in vertical
	8			NNE	4	29.72	28.3	26.7		"St.-Cu., St."	10	o.c.			In 	pack				"arc 21°. 21.40 : Similar small portion of a 221° halo, only this time to S of sun and much brighter. Altitude about same as sun, which is hidden by clouds, and otherwise similar to 20 hobservation."
	12	66 46	177 48 W	NNE	4-5	29.69	29.5	28.9		"St.-Cu., St."	10	o.c.			In 	pack				Stopped in pack all day.
	16			NNE	5-6	29.63	30.0	28.4		Nb.	10	o.c.s.q.			In 	pack				
	20			NNE	5-6	29.60		29.0		Nb.	10	o.c.4s.			In 	pack				16 h. : Commenced to snow (moderate). Dogs : Continuous snow all watch (moderate). 22 h. : Wind increased to force 8.
31	4		6 h. : Proceeded	NNE	5	29.53				Nb.	10	o.4s.			In 	pack				
	8			NNE	5	29.49		30.5		Nb.	10	o.4s.4f.	2		In 	pack		29.8		Moderate snow all night.
	12	66 56	177 43 W	NNE	5	29.40		31.5		Nb.	10	o.2s.4f.	3		In 	pack		30.1	430	
	16			NNW	4	29.42	32.0	31.0	"A.-Cu., Ci.-St., Ci."	"St., St.-Cu."	5	b.c.			In 	pack		29.8		
	20			NNW	4	29.43	32.0	31.5		St.-Cu.	10	o.c.			In 	pack		29.8		"Noon : Fog lifting. 14 h. : Wind to WNW. Sky clearing, 16.15: Sky rapidly clouded over with St.-Cu. 16.40 : Slight snow for a few minutes. 17.10 : Moderate snow. Midnight : The"
	24			NNW	4	29.40				Nb.	10	o.s.4f.	2		In 	pack				
"JANUARY, 1912."															In 	pack		29.8		wetness of the snow may have been partly due to the warmth surrounding the ship.
"JANUARY, 1912."																				
1	4			NNW	3	29.35		31.0		Nb.	10	o.1s.4f.	4		2	Sly Confused	4	29.9		"0.45: Moderate snow for 20 minutes, Middle : Rime formed. Morning : Snow slight to moderate."
	8			NNW	3	29.31		30.1		Nb.	10	o.4s.4f.	2		3	SSW Confused	4	29.8		
	12	68 44	178 55 E	N	3	29.28	31.0	30.5		"St., Nb."	10	o.c.4f.	1		3	SSW Confused	4	30.5	405	
	16			NW	1	29.27	33.2	31.8		"St., Nb."	10	o.c.4f.	2		3	NWly	4			17.30 : Wind fell calm. 18 h. : Fog increased in intensity to 3.
	20			Calm	0	29.31	32.4	31.0		St.-Cu.	10	o.c.			0	NWly	4	31.5		19 h. : Fog less intense. 22 to 23 : A continuous drizzle (light).
	24			SE	2	29.33	30.0	28.7		"St.-Cu., St."	10	o.c.			1	NW and SE Conf.	4	31.0		"Swell very confused SE, SW, and WNW, foremost being most in evidence. 23.10 : Fog intensity 3. 23.30 : Fog lifted."
2	4			ESE	2	29.39	30.0	29.5		St.	10	o.		ENE	1	SE	4	31.0		23.35 : Light breeze from eastward.
	8			SSE	4-5	29.47	29.6	29.4		"Nb., St."	10	o.s.		ESE	3	SE	4	29.9		2-3 : Fog (4) and light snow.
	12	70 2	175 31 E	S	5	29.51	29.5	28.5		"St.-Cu., Cu., Nb."	10	o.c.s.		ESE	4	ESE	5	30.1	404	
	16			SSE	4	29.56	29.6	28.4		"Cu., St.-Cu."	10	o.c.s.		ESE	4	ESE	5	30.2		
	20			SSE	4	29.59	29.8		A.-Cu.	"Cu., St.-Cu."	5	b.c.		ESE	3	ESE	4	30.6		21 h. : Long stria of Ci.-St. radiating from W (compass) near horizon and running beyond zenith to about 15° from E.
	24			SE	2	29.61	29.8	29.0	"A.-Cu., A.-St."	"St.-Cu., Cu."	9	c.		Ely	3	E by S	4			22.5 : Wind falling light. Midnight : Clouded over. Sea moderating.
3	4			NE	2	29.59	29.2	27.5		"Cu., St.-Cu."	9	c.		NE	2	Ely	2	30.0		
	8	9 h.	"Off Cape Adare,"	WNW	3	29.54	32.9	29.0	"A.-St., A.-Cu., Ci., Ci.-St."	"Cu., St.-Cu., St."	3	b.c.		SWly	2	SWIy	2			
	12		Robertson Bay	WNW	2	29.51			"A.-St., A.-Cu., Ci., St."	Cu.	3	b.c.						30.8		
	16			WNW	2	29.45	28.2		A.-Cu.	Cu.	6	b.c.						31.0		
	24			W	2	29.43	24.6	22.8		St.-Cu.	8	c.								
4	4			WNW	3	29.42	23.0	22.2		St.-Cu.	9	o.c.						29.3		
	8			WNW	1	29.46	25.0			St-Cu.	10	o.c.			In	pack		30.0		
	12	Entrance to	"Robertson Bay"	WSW	1	29.52	26.7		"Ci., Ci.-St., A.-St."	St.-Cu.	7	c.			In	pack				
	21.15	21.30h.	Proceeded	SSE	2	29.59	29.5	27.6	A.-Cu.	"St.-Cu., Cu."	8	c.			In	pack		30.1		"23.35: St.-Cu. breaking, showing A.-Cu. above for about 20 minutes."
	24			SE	2-3	29.60	29.2	27.0	A.-Cu.	"St.-Cu., Cu."	8	c.			In	pack		30.2	435	
5	4			SE	2	29.62	28.2	26.4	Ci.	"Cu., St.-Cu."	4	b.c. 						30.8		
	8			SE	2	29.63	28.5	26.8		"Cu., St.-Cu."	10	o.c.			2		2	30.6		
	12	72 19	172 5 E	NE	1	29.63	29.2	26.5		"St.-Cu., Cu."	10	o.c.			2		2	31.0	440	
	16			NE	2	29.63	32.0	28.8		"Cu., St.-Cu."	10	o.c.			2		2	31.6		
	20			ENE	2-3	29.62	30.5	28.0		"Cu., St.-Cu."	10	c.			2		3	30.6		
6	4			NE	2	29.59	31.5			St.		c.c.s.			In	pack				"3 to 4 h. : Thick, with fine snow."
	9.30			Calm	0	29.55			A.-Cu.	"St.-Cu., St., Nb."	9	o.3s.			In	pack		30.4		4 to 8 : Snow showers frequent (moderate). 
	12	74 0	171 18 E	ENE	1	29.53	30.5	28.0	"Ci.-St., A.-Cu."	"St-Cu., Cu., Nb."	6	b.c.s.			In	pack		32.0	428	"12 to 16 : Snowing (slight) most of afternoon, sometimes from a blue sky."
	16			SE	1	29.50			"CL, Ci. -St., Ci.-Cu., A.-St."	"St.-Cu., Cu., Nb."	4	b.c.3s.			In	pack		32.5		"16 h. : Snowing on horizon, general appearance of sky being a cirrus grey."
	20			N	1	29.49	32.0	30.0	"A.-St., A.-Cu."	"St.-Cu., Cu."	6	b.c.			In	pack		32.0	 	
	24			NW	1-2	29.45	31.0		"Ci., A.-St., Ci.-St."	"St.-Cu., Cu."	3	b.c.			In	pack				23 h. : Wind backed from NW to SW.
7	4			NNW	3	29.39	29.5	28.0	"Ci., A.-St."	"Cu., St."	4	b.c.			In	pack		32.0		
	8			NW	2	29.34	29.8	27.9	"Ci., A.-St."	"Cu., St."	3	b.c.			In	pack		32.0		
	12	75 15	168 37 E	W	2	29.31			"Ci., A.-St."	"Cu., St."	2	b.c.			In	pack		32.0		
	16			WNW	2	29.25			"Ci., A.-St."	"St., Cu."	2	b.c.			In	pack		32.8		Remarkable difference in colour of sea.
	20			WSW	2	29.22	32.0	30.0	Ci.	"St., Cu."	2	b.c.			In	pack		35.5		21.30 : Heavy fog bank stretching right across horizon to southward.
	24			Calm	0	29.19	26.0	26.0		St.	2	b.o.f.	3		In	pack		30.2		23.20: Ran into fog bank.
8	4	2h.	Stopped	SSE	1	29.16	24.8	22.0		St.	10	o.4f.	4		In 	pack		32.0		"0 h. : A white "" rainbow "" on fog opposite sun, about 25° high and 35° from point to point, about two-thirds of a circle."
	8	8.30h.	Proceeded	NNE	1	29.10		21.8		St.	10	o.4f.	3		In 	pack		"32.0 32.2"		7.55 : Fog lifting. 8 h. : Rime on all rigging.
	12	75 31	166 20 E	SSW	2-3	29.07	25.2	24.8		"Cu., St.-Cu."	8	c.2f.						32.2		
	16			SSW	2-3	29.06	27.8	25.8		"Cu., St.-Cu."	3	b.c.			In 	pack		33.5		
	20			SW	2	29.03	29.9	28.0	"A.-St., Ci., Ci.-St."	"Cu., St.-Cu."	2	b.c.			In 	pack		35.6		20 h. : Sea lighter than at noon and quite yellowish-green in sun. 21 h. : Ship secured alongside fast ice.
	24			S	3	29.00	24.0		A.-St.	"St.-Cu., Cu."	2	b.c.			In 	pack		29.5		
9	4	0.40h.	Proceeded	SSW	3-1	29.02	26.2	25.0	A.-St.	"St.-Cu., St."	2	b.m.			In 	pack		30.8		
	8	7.40h.	Stopped	WSW	2-3	29.02	28.5			"Cu., St.-Cu."	9	o.c.			In 	pack				
	12	75 23	164 39 E	WSW	2-3	29.04	27.8	27.2	A.-Cu.	"Cu., St.-Cu., Nb."	7	c.			In 	pack				Noon : Snowing on horizon. 15 h. : Snow (moderate); slight snow for an hour before. Dogs : Heavy snow. First : Intermittent snow all watch. 22.40: Sudden shift of wind from
	16			SSE	3	29.09	27.5	26.9		"Cu., St.-Cu., Nb."	10	o.c.2s.			In 	pack		32.5		NE to N by W. 23.30: Very heavy fall of show lasting to 2 h.
	20	20.20h.	Proceeded	SE	2-3	29.13	27.0	26.5		"St.-Cu., Nb."	10	o.c.4s.			In 	pack		32.0		
	24	23.30h.	Stopped	ENE	3	29.20	26.5	26.2		"St.-Cu., Nb."	10	o.e.s.			In 	pack				
10	4	2.50h.	Proceeded	ESE	3	29.24	26.5			St.	9	o.			In 	pack				
	8	11h.	Stopped in pack	SE	2-3	29.30	26.5	25.2		"St.-Cu., Cu."	10	o.c.			In 	pack		30.5		
	12	76 3	165 55 E	ENE	2	29.35	24.6	23.8		"St.-Cu., Cu."	9	o.c.			In 	pack		28.8	315	
	16			SSE	3	29.39	25.0	23.9		"St.-Cu., Cu."	9	o.c.			In 	pack				
	20			S	3	29.39	24.0	23.6		"St.-Cu., Cu."	10	o.c.			In 	pack				
11	8			WSW	2-3	29.41	23.5	22.6	"A.-Cu, A.-St."	"Cu., St.-Cu., St."	6	b.c.			In 	pack		30.5		
	12	76 2	165 55 E	Calm	0	29.40	25.3			"Cu., St.-Cu."	1	b.			In 	pack				
	16			NNW	3	29.33	26.2	24.5	"A.-Cu., A.-St."	"Cu., St."	2	b.c.			In 	pack		30.2	320	
	20			WSW	2-3	29.28	22.8	22.2		"Cu., St.-Cu."	1	b.			In 	pack		30.0		
	24	23h.	Proceeded	WSW	1	29.27	19.3			Cu.	1	b.			In 	pack				
12	4			W	2	29.19	24.0	22.0		St.	1	b.						31.2		
	8			WNW	1	29.14	22.5		A.-St.	Cu.	1	b.		SE	2			30.5		
	12	76 42	167 12 E	WSW	2-3	29.13	26.2	24.8	A.-St.	Cu.	1	b.			2			30.6	310	
	16	15h.	Stopped off	SSW	2	29.11	29.9	28.0		Cu.	1	b.			2			30.8		
	20		Beaufort Island	SSW	2	29.07	28.3	26.2	A.-St.	"Cu., St.-Cu"	1	b.			2			32.0		
13	8			SW	1-2	29.07	22.6	21.4	A.-Cu. A.-St.	Cu.	1	b.			1			32.0		
	12	76 54	166 39	ESE	2	29.12	28.2	26.8		"Cu., St."	3	b.c.						31.5		
	16			E	3-4	29.12	26.1	25.2		Cu.	6	b.c.		NW	3			31.6		
	20			E	4-5	29.18	22.9	22.4		St.-Cu.	7	c.			In 	pack		29.0		
	24			ESE	3	29.18	25.1	23.4		"St.-Cu., Cu."	7	c.			In 	pack		30.2		Midnight : Wind probably affected by Cape Bird peninsula.
14	4			SSW	2	29.20	23.5	22.8		"Cu., St.-Cu., Nb."	9	c.s.			In 	pack		30.5		2 to 4 h. : Very light snow falling. Considerable fall over land.
	8			SSW	2	29.22	24.4	22.6		"Cu., St.-Cu."	9	c.			In 	pack		30.3		
	12	77 15	166 0 E	S	2	29.24	22.5	21.5	A.-Cu.	"Cu., St.-Cu."	9	c.			In 	pack		30.6	365	
	16			S	2	29.29	32.8	31.6	A.-Cu.	"Cu., St.-Cu."	6	b.c.			In 	pack				19.45: Commenced to snow (slight).
	20			SSW	2	29.35	27.5	26.3		"Cu., St.-Cu., Nb."	9	c.s.			In 	pack				
	24			E	1-2	29.41	24.5	23.8		St.	10	o.s.			In 	pack				
15	8			S	2	29.43	23.0	22.5	A.-St. A.-Cu.	"Cu., St.-Cu."	6	b.c.			In 	pack		30.0		
	12	77 15	166 0 E	S	2	29.46	28.0	27.0	A.-Cu.	"Cu., St.-Cu."	9	c.			In 	pack		30.5	385	
	16			Calm	0	29.45	34.2	31.5	A.-Cu.	"Cu., St.-Cu."	9	c.f.			In 	pack				17.30: Slight sleet (snow and rain mixed). First : Slight snow and sleet all watch. Sun shining faintly all the time and clouds
	20			Calm	0	29.44	32.1	30.6		"Cu., St.-Cu., Nb."	10	4s.c.f.			In 	pack				"breaking at 23.45. Midnight : Mock sun in 221° halo on right of sun, only part of halo visible. From sun side out, red, yellowish, bluish."
	24			ENE	0-1	29.45	27.9	27.9	A.-Cu.	"St., St.-Cu., Nb."	8	4s.c.4f			In 	pack				
16	4			Var.	1	29.44	29.8	28.0		St.	10	o.c.			In 	pack				
	8			SW	2	29.48	26.5	25.0	A.-Cu.	"Cu., St.-Cu."	7	c.			In 	pack		31.0		
	12	77 15	166 0 E	WSW	2	29.45	27.0	26.8	A.-Cu.	Cu.	5	b.c.			In 	pack				
	16			WSW	2	29.43	25.0	24.2	"A.-Cu., Ci.-St."	Cu.	3	b.c.			In 	pack				
