		"VOYAGE TO CHINA, JAMES CUNNINGHAM"						

YEAR	MONTH	DAY	THERMOMETER	BAROMETER	LAT	N	LONG	E
			Alt. Below	Philof. Barom.		or	E from	or
			extreme heat	Altitude		S	St. Jago	W
1700	8	24	6.0	0.0	24.56	N	11.28	E
1700	8	25	5.0	0.0	25.09	N	11.38	E
1700	8	26	6.0	0.0	25.09	N	12.08	E
1700	8	27	5.0	0.0	25.07	N	12.2	E
1700	8	28	5.0	0.0	25.29	N	11.5	E
1700	8	29	4.0	0.0	25.37	N	12.02	E
1700	8	30	3.5	0.0	25.49	N	11.47	E
1700	8	31	2.0	0.0	26.02	N	11.53	E
1700	9	1	0.5	0.0	26.05	N	11.56	E
1700	9	2				N		E
1700	9	3				N		E
1700	9	4				N		E
1700	9	5				N		E
1700	9	6				N		E
1700	9	7				N		E
1700	9	8				N		E
1700	9	9	3.0	0.0	25.44	N	12.38	E
1700	9	10	3.5	0.0	26.11	N	12.13	E
1700	9	11	5.0	0.0	26.11	N	12.47	E
1700	9	12	4.5	0.0	26.22	N	12.37	E
1700	9	13	8.5	0.0	26.26	N	12.4	E
1700	9	14	6.5	0.0	26.37	N	12.59	E
1700	9	15	5.0	0.0	27.05	N	13.11	E
1700	9	16	7.0	0.0	26.55	N	14.01	E
1700	9	17	8.0	0.0	27.07	N	14.13	E
1700	9	18	10.0	7.5	27.26	N	14.13	E
1700	9	19	9.0	6.5	27.42	N	14.02	E
1700	9	20	7.5	4.0	27.46	N	14.25	E
1700	9	21	12.0	10.0	28.03	N	14.25	E
1700	9	22	15.0	12.5	27.49	N	15.31	E
1700	9	23	17.0	14.0	27.51	N	15.01	E
1700	9	24	14.0	13.0	27.53	N	16.26	E
1700	9	25	14.0	12.0	28.1	N	15.36	E
1700	9	26	13.5	13.0	28.47	N	15.04	E
1700	9	27	14.0	13.0	29.06	N	14.49	E
1700	9	28	15.5	17.0	28.55	N	15.09	E
1700	9	29	15.0	13.0	29.02	N	15.09	E
1700	9	30	15.0	17.0	29.43	N	15.19	E
