YEAR,MONTH,DAY,HOUR,LAT,,LONG,,Barometer in,Air Temperature,,Nasskäl- te dos Psychro- ,Water Temperature,,Weather and Wind,,,
,,, ,,,,,Englischem Maass,Reaum.,Cels.,meters nach Hr. August.,Reaum.,Cels., ,,,
1831,1,13,1,43.54,S,78.15,W,30.14,9.30,11.60,7.10,10.00,12.50,W. Windstille.,,,
1831,1,13,2,,,,,30.14,9.20,11.50,7.20,,,W. desgl.,,,
1831,1,13,3,,,,,30.14,9.40,11.70,7.40,,,W. desgl.,,,
1831,1,13,4,,,,,30.12,9.40,11.70,7.20,9.90,12.37,W. desgl.,,,
1831,1,13,5,,,,,30.10,9.60,12.00,7.60, , ,W. desgl.,,,
1831,1,13,6,,,,,30.10,9.90,12.30,8.10,,,NW. Klarer Himmel u.,,,
1831,1,13,7,,,,,30.10,10.00,12.50,,,,NW. etwas Wind.,,,
1831,1,13,8,,,,,30.10,10.00,12.50,7.60,,,NW. desgl.,,,
1831,1,13,9,,,,,30.08,10.00,12.50,7.50,,,NW. desgl.,,,
1831,1,13,10,,,,,30.08,10.00,12.50,7.50,10.10,12.62,NW. desgl.,,,
1831,1,13,11,,,,,30.08,10.40,11.30,7.80, ,,NNW. Schönes Wetter.,,,
1831,1,13,12,,,,,30.80,10.60,13.20,8.00,10.60,13.25,NNW. Schönes Wetter.,,,
1831,1,13,13,,,,,30.10,10.70,13.30,8.00, , ,NNW. desgl.,,,
1831,1,13,14,,,,,30.10,11.10,13.80,8.40, , ,NNW. desgl.,,,
1831,1,13,15,,,,,30.10,10.80,13.50,8.20, , ,NNW. desgl.,,,
1831,1,13,16,,,,,30.10,10.60,13.20,8.00,10.80,13.50,NNW. desgl.,,,
1831,1,13,17,,,,,30.10,10.80,13.50,8.20, , ,NNW. desgl.,,,
1831,1,13,18,,,,,30.08,10.80,13.50,8.40, , ,NNW. desgl.,,,
1831,1,13,19,,,,,30.08,10.60,13.20,8.40, , ,NNW. desgl.,,,
1831,1,13,20,,,,,30.08,10.60,13.20,8.40,11.60,14.50,NNW. desgl.,,,
1831,1,13,21,,,,,30.07,10.60,13.20,8.60, , ,N W. z. W. desgl.,,,
1831,1,13,22,,,,,30.05,10.60,13.20,8.80, , ,N W. z. W. desgl.,,,
1831,1,13,23,,,,,30.05,10.60,13.20,9.00, , ,N W. z. W. desgl.,,,
1831,1,13,24,,,,,30.03,10.60,13.20,9.20,11.00,13.75,N W. z. W. desgl.,,,
1831,1,14,1,43.00,S,77.06,W,30.04,10.70,13.30,9.50, ,,NW. z. W. Schön.Wttr.,,,
1831,1,14,2,,,,,30.01,10.80,13.50,9.70, , ,N W. z. W. desgl.,,,
1831,1,14,3,,,,, , , , , , ,NW. z. W. desgl.,,,
1831,1,14,4,,,,,30.03,10.60,13.20,9.80,10.80,13.50,NW. z. W. desgl.,,,
1831,1,14,5,,,,,30.05,10.80,13.50,9.90, , ,WNW. desgl.,,,
1831,1,14,6,,,,,30.05,11.00,13.70,9.90, , ,WNW. desgl.,,,
1831,1,14,7,,,,,30.07,11.00,13.70,9.90, , ,WNW. desgl.,,,
1831,1,14,8,,,,,30.06,11.90,14.80,9.80,10.60,13.25,N. z. O. desgl.,,,
1831,1,14,9,,,,,30.05,11.90,14.80,10.60, , ,N. z. O. desgl.,,,
1831,1,14,10,,,,,30.05,11.90,14.80,11.20, , ,N. z. O. desgl.,,,
1831,1,14,11,,,,, , , , , , ,N. z. O. desgl.,,,
1831,1,14,12,,,,,30.05,12.00,15.00,10.70,10.80,13.50,N. z. O. Bewölkt.,,,
1831,1,14,13,,,,,30.05,12.10,15.10,10.80, , ,N. z. O. desgl.,,,
1831,1,14,14,,,,,30.05,12.10,15.10,10.80, , ,N. z. O. desgl.,,,
1831,1,14,15,,,,,30.05,12.10,15.10,10.90, , ,NNW. desgl.,,,
1831,1,14,16,,,,,30.05,12.00,15.00,11.00, , ,NNO. desgl.,,,
1831,1,14,17,,,,,30.05,11.90,14.80,11.10, ,   ,NNW. Leicht bewölkt.,,,
1831,1,14,18,,,,,30.05,11.80,14.70,11.20, , ,NNW. desgl.,,,
1831,1,14,19,,,,,30.05,11.70,14.60,11.10, , ,NNW. desgl.,,,
1831,1,14,20,,,,,30.05,11.70,14.60,11.10,11.20,14.00,NNW. desgl.,,,
1831,1,14,21,,,,,30.08,11.70,14.60,11.20, , ,"NNW, desgl.",,,
1831,1,14,22,,,,,30.1,11.60,14.50,11.00, , ,NNW. desgl.,,,
1831,1,14,23,,,,,30.09,11.10,14.20,10.80, , ,W. desgl.,,,
1831,1,14,24,,,,,30.09,11.40,14.20,10.70,11.00,13.70,W. desgl.,,,
1831,1,15,1,42.09,S,76.06,W, , , , ,,,W. Leicht bewölkt.,,,
1831,1,15,2,,,,,30.08,11.40,14.20,10.60,,,W. desgl.,,,
1831,1,15,3,,,,,30.06,11.20,14.00,10.60,,,W. desgl.,,,
1831,1,15,4,,,,,30.08,11.20,14.00,10.60,11.00,13.70,W. Sternheller Himmel,,,
1831,1,15,5,,,,, , , , , , ,W. desgl.,,,
1831,1,15,6,,,,,30.09, , , ,,,W. desgl.,,,
1831,1,15,7,,,,,30.09,12.20,15.20,11.00,,,W. desgl.,,,
1831,1,15,8,,,,,,12.30,15.30,10.90,11.90,14.87,NNW. Klarer Himmel.,,,
1831,1,15,9,,,,,30.14,12.40,15.50,10.90,,,NNW. desgl.,,,
1831,1,15,10,,,,,30.15,12.50,15.60,11.10,,,NNW. desgl.,,,
1831,1,15,11,,,,,30.15,12.60,15.70,11.20,,,NNW. desgl.,,,
1831,1,15,12,,,,,30.15,13.00,16.20,11.30,12.70,15.80,NNW. desgl.,,,
1831,1,15,13,,,,, , , , ,,,NNW. desgl.,,,
1831,1,15,14,,,,,30.14,13.30,16.60,11.50,,,NNW. desgl.,,,
1831,1,15,15,,,,,30.14,13.30,16.60,11.40,,,N\NW. desgl.,,,
1831,1,15,16,,,,,30.12,13.20,16.50,11.50,12.90,16.12,NNW. desgl.,,,
1831,1,15,17,,,,,30.12,13.10,16.30,11.40,,,NNW. desgl.,,,
1831,1,15,18,,,,,30.12,12.60,15.70,11.20,, ,W. desgj.,,,
1831,1,15,19,,,,,30.12,12.50,15.60,11.30,, ,W. desgl.,,,
1831,1,15,20,,,,,30.12,12.20,15.20,11.20,12.40,15.50,W. desgl.,,,
1831,1,15,21,,,,,30.11,12.00,15.00,11.00,,,W. desgl.,,,
1831,1,15,22,,,,,30.11,11.90,14.80,11.00,, ,W. desgl.,,,
1831,1,15,23,,,,,30.11,12.10,15.10,11.10,, ,W. desgl.,,,
1831,1,15,24,,,,,30.11,13.00,15.00,11.00,12.40,15.50,W. Etwas nebelig.,,,
1831,1,16,1,41.16,S,75.20,W,30.13,11.70,14.62,11.20,,,W. Windstille.,,,
1831,1,16,2,,,,,30.11,11.80,14.70,11.00, , ,W. desgl.,,,
1831,1,16,3,,,,,, , ,11.10, , ,W. desgl.,,,
1831,1,16,4,,,,,30.06,11.60,14.50,11.20,12.40,15.50,W. desgl.,,,
1831,1,16,5,,,,,30.05,11.80,14.70,11.60, , ,W. desgl.,,,
1831,1,16,6,,,,,30.05,12.40,15.50,12.10, , ,W. desgl.,,,
1831,1,16,7,,,,,30.05,13.20,16.50,12.00, , ,W. desgl.,,,
1831,1,16,8,,,,,30.01,13.00,16.20,12.00,12.50,15.60,W. desgl.,,,
1831,1,16,9,,,,,30.04,12.80,16.00,12.10,12.50,15.60,W. Trübes Wetter.,,,
1831,1,16,10,,,,,30.01,13.30,16.60,12.20, , ,W. desgl.,,,
1831,1,16,11,,,,,29.98,13.00,16.20,12.20, , ,W. desgl.,,,
1831,1,16,12,,,,,29.98,13.00,16.20,12.30,12.60,15.75,N W. z. N. desgl.,,,
1831,1,16,13,,,,,29.97,13.20,16.50,12.40, , ,NW. z. N. desgl.,,,
1831,1,16,14,,,,,29.96,13.70,17.12,12.20,,,NW.z.N.Trüb.Wetter.,,,
1831,1,16,15,,,,,29.95,13.30,16.62,11.90, , ,NW.z.N. desgl.,,,
1831,1,16,16,,,,,29.95,13.00,16.20,11.90,13.00,16.25,W. desgl.,,,
1831,1,16,17,,,,,29.94,13.30,16.62,12.40, , ,W. desgl.,,,
1831,1,16,18,,,,,29.91,13.30,16.62,12.40, , ,W. Bezogen.,,,
1831,1,16,19,,,,,29.91,13.20,16.50,12.10, , ,W. desgl. ,,,
1831,1,16,20,,,,,29.92,13.20,16.50,12.50,12.90,16.12,W. desgl.,,,
1831,1,16,21,,,,,29.88,13.40,16.70,12.60, , ,W. Ziemlich klarer,,,
1831,1,16,22,,,,,29.86,13.40,16.70,12.70, , ,W. Himmel.,,,
1831,1,16,23,,,,,29.86,13.60,17.00,12.90, , ,W. desgl.,,,
1831,1,16,24,,,,, , , , , , ,W. desgl.,,,
1831,1,17,1,37.19,S,74.57,W,29.83,13.60,17.00,13.00,, ,W. Ziemlich klarer,,,
1831,1,17,2,,,,,29.83,13.60,17.00,12.80, , ,WWW. Himmel.,,,
1831,1,17,3,,,,,29.83,13.60,17.00,12.00, , ,WNW. desgl.,,,
1831,1,17,4,,,,,29.84,13.10,16.30,12.00,13.00,16.25,WNW. desgl. ,,,
1831,1,17,5,,,,,29.95,12.10,15.10,11.10, , ,W. desgl.,,,
1831,1,17,6,,,,,29.95,12.30,15.30,10.60, , ,WSW. desgl.,,,
1831,1,17,7,,,,,30.00,13.20,16.50,11.40, , ,WSW. desgl.,,,
1831,1,17,8,,,,,30.04,13.20,16.50,11.80,13.00,16.25,SW. desgl.,,,
1831,1,17,9,,,,, , , ,, , ,SW. desgl.,,,
1831,1,17,10,,,,,30.05,13.20,16.50,10.90,12.90,16.12,SW. desgl.,,,
1831,1,17,11,,,,,30.05,13.20,16.50,10.90, , ,SW. desgl.,,,
1831,1,17,12,,,,,30.08,13.60,17.00,11.30, , ,SW. desgl.,,,
1831,1,17,13,,,,, ,,,,12.90,16.12,SW. desgl.,,,
1831,1,17,14,,,,,30.08,15.00,18.70,12.00, , ,SW. desgl.,,,
1831,1,17,15,,,,,30.08,15.00,18.70,12.00, , ,SW. desgl.,,,
1831,1,17,16,,,,,30.08,15.90,19.80,12.60, , ,SW. desgl.,,,
1831,1,17,17,,,,,30.08,15.60,19.50,12.30, , ,SW. desgl.,,,
1831,1,17,18,,,,,30.08,15.30,19.10,11.80, , ,SW. desgl.,,,
1831,1,17,19,,,,,30.08,15.20,19.00,10.70, , ,SSO. desgl.,,,
1831,1,17,20,,,,,30.08,12.80,16.00,10.50,13.00,16.25,SSO. desgl.,,,
1831,1,17,21,,,,,30.15,12.60,15.70,10.60, , ,SSO. desgl.,,,
1831,1,17,22,,,,,30.10,12.00,15.00,10.70, , ,SSO. desgl.,,,
1831,1,17,23,,,,,30.08,12.40,15.50,10.70, , ,SSO. desgl.,,,
1831,1,17,24,,,,,30.08,12.40,15.50,10.60,12.90,16.12,SSO. desgl.,,,
1831,1,18,1,37.19,S,74.57,W,30.08,12.30,15.30,10.70,12.90,16.12,SSO. Klarer Himmel.,,,
1831,1,18,2,,,,,30.08,12.30, ,, ,,SSO. desgl.,,,
1831,1,18,3,,,,,30.05,12.20,,10.30,,,SSO. Klarer Himmel.,,,
1831,1,18,4,,,,,30.05,12.40,,10.40,13.20,16.50,S. z. O. desgl.,,,
1831,1,18,5,,,,,30.05,11.90,,10.00, , ,S. z. O. desgl.,,,
1831,1,18,6,,,,,, ,, ,,,8. z. O. desgl.,,,
1831,1,18,7,,,,,30.05,13.30,,11.00, , ,S.Z. O. desgl.,,,
1831,1,18,8,,,,,30.05,13.90,,11.60,12.90,16.12,S.Z. O. desgl.,,,
1831,1,18,9,,,,,30.07,14.70,,12.10, , ,S.Z. O. desgl.,,,
1831,1,18,10,,,,,30.08,15.70,,12.80,,,S. z. O. desgl.,,,
1831,1,18,11,,,,,30.13,15.00,,12.40, , ,S.z. O. desgl.,,,
1831,1,18,12,,,,,30.11,14.90,,12.00,13.50,16.87,WSW. desgl.,,,
1831,1,18,13,,,,,30.04,15.00,,12.00,,,WSW. SchönesWetter.,,,
1831,1,18,14,,,,,30.07,15.50,,13.20,,,WSW. desgl.,,,
1831,1,18,15,,,,,, ,, , ,,WSW. desgl.,,,
1831,1,18,16,,,,,30.07,15.30, ,11.80,14.00,17.50,WSW. desgl.,,,
1831,1,18,17,,,,,30.05,14.70, ,11.10,,,WSW. desgl.,,,
1831,1,18,18,,,,,30.05,14.40, ,11.40,,,WSW. desgl.,,,
1831,1,18,19,,,,,, , , , , ,WSW. desgl.,,,
1831,1,18,20,,,,,30.05,13.40, ,11.40,12.70,15.87,WSW. desgl.,,,
1831,1,18,21,,,,,30.05,13.00, ,11.40, , ,WSW. desgl.,,,
1831,1,18,22,,,,,30.05,13.10, ,11.50, , ,WSW. desgl.,,,
1831,1,18,23,,,,,30.05,13.00, ,11.60, , ,WSW. desgl.,,,
1831,1,18,24,,,,,30.04,13.00, ,11.50,12.80,16.00,W. z. N. desgl.,,,
1831,1,19,1,,,,,30.06,13.00, ,11.50, , ,W. z. N. Schönes Wttr.,,,
1831,1,19,4,,,,,30.06,13.00, ,11.80, , ,W. z. N. desgl.,,,
1831,1,19,8,,,,,30.06,12.70, ,11.60,12.10,15.12,W. z. N. desgl.,,,
1831,1,19,12,,,,,30.05,13.50, ,12.30, , ,NNW. Bewölkt. Horiz.,,,
1831,1,19,16,,,,,30.07,13.50, ,12.20,12.30,15.37,NNW. desgl.,,,
1831,1,19,20,,,,,30.04,13.50, ,12.80, , ,NNW. desgl.,,,
1831,1,19,24,,,,,30.03,13.20, ,11.80,12.25,15.25,NNW. desgl.,,,
1831,1,20,4,,,,,30.01,12.80, ,11.90, , ,S. z. O. Sind an d. Küste,,,
1831,1,20,8,,,,,30.06,14.40, ,13.20,13.10,16.30,S. z. 0. von Chile.,,,
1831,1,20,12,,,,,30.10,14.60,,12.60,13.60,17.00,S. z.W. Bewölkt. Horiz.,,,
1831,1,20,16,,,,,30.05,15.20, ,13.20, , ,S.z.W. desgl.,,,
1831,1,20,20,,,,,30.04,13.70, ,12.00,13.60,17.00,SSW. desgl.,,,
1831,1,20,24,,,,,,,,,,,Sehr starker Sturm.,,,
1831,1,21,12,Valparaiso Harbour,S,,W,,,,,,,,,,
1831,1,22,12,,,,,,,,,,,,,,
1831,1,23,12,,,,,,,,,,,,,,
1831,1,24,12,,,,,,,,,,,,,,
1831,1,25,12,,,,,,,,,,,,,,
1831,1,26,12,,,,,,,,,,,,,,
1831,1,27,12,,,,,,,,,,,,,,
1831,1,28,12,,,,,,,,,,,,,,
1831,1,29,12,,,,,,,,,,,,,,
1831,1,30,12,,,,,,,,,,,,,,
1831,1,31,12,,,,,,,,,,,,,,
1831,2,1,12,,,,,,,,,,,,,,
1831,2,2,12,,,,,,,,,,,,,,
1831,2,3,12,,,,,,,,,,,,,,
1831,2,4,12,,,,,,,,,,,,,,
1831,2,5,12,,,,,,,,,,,,,,
1831,2,6,12,,,,,,,,,,,,,,
1831,2,7,12,,,,,,,,,,,,,,
1831,2,8,12,,,,,,,,,,,,,,
1831,2,9,12,,,,,,,,,,,,,,
1831,2,10,12,,,,,,,,,,,,,,
1831,2,11,12,,,,,,,,,,,,,,
1831,2,12,12,,,,,,,,,,,,,,
1831,2,13,12,,,,,,,,,,,,,,
1831,2,14,12,,,,,,,,,,,,,,
1831,2,15,12,,,,,,,,,,,,,,
1831,2,16,8,,,,,,,,,19.40,24.25,SO. Passat.,,,
1831,2,16,12,14.28,S,7.47,W,,19.60,24.50,,19.70,24.62,SO.,,,
1831,2,16,18,,,,,,19.30,24.12,,19.40,24.25,SO.,,,
1831,2,17,8,,,,,,20.30,25.37,,19.90,24.87,SO.,,,
1831,2,17,12,13.30,S,9.45,W,,20.60,25.75,,19.90,24.87,SO.,,,
1831,2,17,18,,,,,,20.00,25.00,,20.10,25.12,SO.,,,
1831,2,18,8,,,,,,20.60,25.75,,20.50,25.12,SO.,,,
1831,2,18,12,12.15,S,11.20,W,,21.20,26.50,,20.60,25.75,SO.,,,
1831,2,18,18,,,,,,20.00,25.00,,20.30,25.37,SO.,,,
1831,2,19,8,,,,,,20.40,25.50,,20.10,25.12,SO.,,,
1831,2,19,12,10.22,S,13.10,W,,21.60,27.00,,20.50,25.62,SO.,,,
1831,2,19,18,,,,,,20.80,26.00,,20.40,25.50,SO.,,,
1831,2,20,8,,,,,,20.90,26.12,,20.60,25.75,S. z. O.,,,
1831,2,20,12,8.54,S,14.22,W,,22.20,27.75,,21.00,26.25,S. z. O.,,,
1831,2,20,18,,,,,,20.10,25.50,,20.80,26.00,Im Angesicht der,,,
1831,2,21,8,,,,,,21.60,27.00,,21.00,26.25,Insel Ascension.,,,
1831,2,21,12,8.14,S,15.10,W,,22.40,28.00,,22.00,27.50,SSO.,,,
1831,2,21,18,,,,,,20.60,25.75,,21.90,27.37,SSO.,,,
1831,2,22,8,,,,,,21.80,27.25,,21.40,26.75,OSO.,,,
1831,2,22,12,7.08,S,16.50,W,,22.60,28.25,,21.90,27.37,O.,,,
1831,2,22,18,,,,,,21.00,26.25,,21.40,26.75,SO.,,,
1831,2,23,8,,,,,,,,,21.40,26.75,SO.,,,
1831,2,23,12,4.50,S,18.24,W,,21.60,27.00,,21.80,27.25,O.,,,
1831,2,23,18,,,,,,21.20,26.50,,21.60,27.00,OSO.,,,
1831,2,24,8,,,,,,21.80,27.25,,21.60,27.00,OSO.,,,
1831,2,24,12,3.30,S,20.07,W,,22.00,27.50,,21.80,27.25,SO. z. O.,,,
1831,2,24,18,,,,,,21.40,26.75,,21.80,27.25,SO. z. S.,,,
1831,2,25,8,,,,,,,,,21.30,26.62,SO. z. S.,,,
1831,2,25,12,1.25,S,21.25,W,,21.40,26.75,,21.40,26.75,D.Pass. hört auf.,,,
1831,2,25,18,,,,,,21.20,26.50,,21.30,26.62,SO.z.S.,,,
1831,2,26,8,,,,,,22.10,27.62,,21.80,27.25,Passiren den Aequator,,,
1831,2,26,12,0.25,N,22.52,W,,22.40,28.00,,21.90,27.37,O.,,,
1831,2,26,18,,,,,,21.70,27.12,,21.80,27.25,ONO,,,
1831,2,27,8,,,,,,22.00,27.50,,21.40,26.75,OSO.,,,
1831,2,27,12,1.45,N,23.48,W,,21.80,27.25,,21.70,27.12,O.,,,
1831,2,27,18,,,,,,,,,,,O.z.S.Sehrstar ker Regen.,,,
1831,2,28,8,,,,,,21.40,26.75,,21.50,26.87,NO.,,,
1831,2,28,12,3.20,N,24.00,W,,22.20,27.75,,21.50,26.87,SO.,,,
1831,2,28,18,,,,,,,,,,,NNO.Stark.Reg.,,,
1831,3,1,8,,,,,,,,,,,ONO. Der NO.,,,
1831,3,1,12,,,,,,,,,,,O. Passat,,,
1831,3,1,18,,,,,,21.00,26.25,,21.30,26.62,NO. tritt ein.,,,
1831,3,2,8,,,,,,21.70,27.12,,21.40,26.75,NO.,,,
1831,3,2,12,5.30,N,25.10,W,,21.80,27.25,,21.60,27.00,NO.,,,
1831,3,2,18,,,,,,21.30,26.62,,21.40,26.75,NO.,,,
1831,3,3,8,,,,,,21.00,26.25,,21.00,26.25,NO.,,,
1831,3,3,12,7.45,N,26.48,W,,21.40,26.75,,,,NO.,,,
1831,3,3,18,,,,,,20.20,25.20,,20.60,25.75,NO.,,,
1831,3,4,8,,,,,,20.20,25.20,,20.20,25.25,NO.,,,
1831,3,4,12,10.10,N,28.46,W,,21.30,26.60,,20.10,25.50,NO.,,,
1831,3,4,18,,,,,,19.60,24.50,,20.00,25.00,NO.,,,
1831,3,5,8,,,,,,19.60,24.50,,19.20,24.00,NO.,,,
1831,3,5,12,12.30,N,30.12,W,,18.90,23.62,,19.20,24.00,NO.,,,
1831,3,5,18,,,,,,18.40,23.00,,18.80,23.50,NO.,,,
